success_prob,lat_mean,lat_std,cost_mean
0.3171,16.05,8.03,6026.82
0.4436,9.36,4.55,3043.99
0.8874,1.63,0.27,851.61
0.5307,5.0,2.07,2222.29
0.7033,2.54,0.76,1172.38
0.8829,1.11,0.35,388.15
0.5982,4.29,1.49,946.06
0.271,23.84,11.3,8540.78
0.7654,4.26,0.85,1168.78
0.7143,5.19,1.86,2065.37
0.6071,3.81,1.43,886.25
0.5041,7.96,2.96,3058.39
0.8518,1.3,0.4,414.99
0.6448,4.08,1.37,1806.79
0.3594,12.11,5.85,4237.6
0.5947,2.21,0.56,536.65
0.2087,14.03,7.56,4320.49
0.6104,6.28,2.26,1944.07
0.592,6.85,2.08,2748.42
0.61,2.42,0.61,859.95
0.3274,11.27,6.26,3711.73
0.4634,8.88,3.96,2328.64
0.3579,10.37,4.19,3725.99
0.6646,2.79,0.72,695.25
0.8175,1.25,0.36,666.56
0.7068,3.19,0.93,1149.42
0.5961,3.78,1.39,1519.68
0.634,4.43,1.72,1747.08
0.4592,10.92,2.87,2661.9
0.6113,3.28,1.27,860.24
0.1027,23.92,12.51,6078.14
0.1804,26.23,14.02,6230.8
0.6283,3.83,1.57,831.73
0.6975,5.48,1.96,2225.2
0.9135,1.37,0.28,515.05
0.4713,6.07,2.78,2016.56
0.6382,3.2,1.2,1042.42
0.3252,9.9,5.41,2136.75
0.47,6.4,3.15,1899.49
0.787,3.23,0.93,855.66
0.6199,2.31,0.59,1060.15
0.5683,4.8,1.68,1850.97
0.8391,2.84,0.72,774.35
0.8466,1.11,0.2,582.03
0.3151,19.05,8.7,6033.72
0.3019,11.41,6.15,2366.36
0.6755,2.21,0.41,510.97
0.4288,7.71,3.43,1676.81
0.2676,17.12,8.78,6496.96
0.6592,2.53,0.78,1015.23
0.6415,5.66,1.98,1955.78
0.4273,7.09,3.48,1386.82
0.9421,1.35,0.35,419.28
0.1778,27.74,14.51,7863.59
0.8833,1.32,0.25,377.7
0.4696,6.93,2.83,2461.96
0.1298,38.99,22.22,7745.73
0.4258,14.86,5.26,2789.56
0.5355,5.34,1.67,1851.37
0.5637,5.46,1.98,1496.32
0.8668,1.5,0.21,734.54
0.3095,10.86,5.18,4149.13
0.473,7.4,2.67,2461.34
0.1382,25.5,13.86,10746.78
0.8143,1.23,0.35,538.53
0.4503,8.6,3.08,3284.95
0.4628,7.87,3.54,2670.95
0.5002,5.73,2.09,2297.8
0.7266,2.31,0.59,782.14
0.3083,16.33,8.47,4795.09
0.6641,4.72,1.34,1337.02
0.6155,3.84,1.02,1418.45
0.3616,12.39,5.33,3431.12
0.5078,5.77,1.81,2551.76
0.3673,9.26,4.34,3120.97
0.4346,7.79,1.86,2113.41
0.9244,0.96,0.22,463.51
0.6424,3.2,1.04,1333.87
0.768,2.41,0.79,960.67
0.2798,16.96,10.59,5676.19
0.919,1.23,0.26,400.36
0.3516,7.93,3.04,3340.51
0.9009,1.12,0.33,552.58
0.7497,2.11,0.47,899.89
0.7802,2.24,0.36,792.47
0.3507,11.52,5.93,2214.15
0.627,6.93,2.75,2959.33
0.1824,17.39,7.56,3533.25
0.6496,2.63,0.57,665.33
0.5842,4.6,1.78,1644.28
0.7774,1.97,0.41,746.13
0.2025,23.65,12.09,8613.97
0.3235,15.64,8.88,5275.55
0.306,31.08,19.47,5731.18
0.6044,3.35,1.14,1237.17
0.4364,7.54,2.87,3000.78
0.2843,21.75,12.47,8433.51
0.1669,24.0,12.99,5278.33
0.3864,9.47,3.41,2624.56
0.1339,33.91,15.46,7166.66
0.4027,23.99,11.68,8809.07
0.6091,4.14,1.52,1482.08
0.6193,3.21,1.05,1079.57
0.7698,2.27,0.68,718.29
0.5163,4.27,1.79,1774.44
0.5754,5.36,2.33,2102.15
0.4787,5.08,1.76,1627.8
0.5007,5.29,2.12,1289.83
0.4782,3.04,1.2,1003.24
0.5004,6.67,2.48,2719.28
0.654,2.58,0.54,959.86
0.3573,11.05,5.98,4217.31
0.83,1.25,0.23,403.03
0.1624,29.26,16.07,7749.31
0.4581,6.8,2.6,1595.12
0.7157,3.6,0.78,1044.73
0.7579,3.54,0.98,848.94
0.7024,2.68,0.83,997.33
0.4797,6.99,2.67,1976.69
0.5648,5.16,2.11,2084.98
0.4403,7.24,2.83,1992.64
0.8142,1.1,0.16,425.66
0.3789,16.17,8.33,3359.04
0.2947,19.5,10.12,4734.96
0.3311,11.59,6.06,4192.14
0.2343,10.35,5.76,3636.55
0.7055,2.52,0.57,913.38
0.6944,1.92,0.44,903.36
0.2642,16.09,9.03,4061.31
0.2789,9.23,5.51,2773.77
0.9737,1.09,0.19,331.8
0.5203,6.61,2.48,1688.94
0.1678,20.14,12.61,5490.96
0.3783,10.26,4.37,3778.51
0.4676,7.65,3.26,3023.9
0.442,11.41,4.48,3123.85
0.4241,7.46,3.27,2150.44
0.4537,5.8,2.08,2412.28
0.8961,1.1,0.22,618.74
0.5836,3.71,1.13,1366.96
0.5827,3.38,1.3,1032.0
0.2992,12.22,5.49,3350.05
0.2496,20.0,11.64,7273.27
0.6618,5.04,1.44,1111.98
0.2889,18.46,8.62,5838.56
0.4265,6.39,2.86,1302.67
0.6264,3.74,1.4,1305.74
0.4965,9.06,2.88,2914.37
0.3125,15.63,8.02,3238.01
0.4798,7.53,2.65,2242.79
0.4958,11.42,5.43,2668.93
0.2642,18.87,11.17,7045.7
0.8178,2.97,0.44,1294.94
0.5516,8.97,3.18,2462.62
0.4303,9.58,4.37,1856.85
0.8038,1.75,0.36,866.56
0.8089,1.99,0.58,917.63
0.4156,12.87,5.79,4919.75
0.6539,2.0,0.47,651.34
0.2323,10.0,4.49,2087.21
0.364,13.95,5.7,5847.18
0.7896,1.47,0.29,513.83
0.847,1.06,0.18,408.82
0.3416,20.07,10.32,7511.35
0.8054,2.0,0.4,825.45
0.2329,16.32,7.95,3180.93
0.4743,2.98,1.0,1289.83
0.6208,4.82,1.45,1658.59
0.71,2.39,0.51,675.42
0.6359,3.82,1.03,760.69
0.7288,2.11,0.56,813.49
0.3712,9.84,5.1,3225.33
0.1798,24.24,12.47,5044.11
0.6671,2.75,1.02,1008.76
0.6898,2.18,0.67,702.22
0.7372,2.84,0.8,848.55
0.7231,2.69,0.92,1271.33
0.8024,2.8,0.7,821.89
0.5474,3.61,1.38,1479.83
0.6226,1.56,0.42,469.36
0.2852,16.28,8.52,3789.83
0.4882,4.81,1.96,1135.96
0.7656,2.14,0.52,968.66
0.3244,10.01,5.12,1952.31
0.5273,6.06,1.88,1555.06
0.4348,6.88,2.7,1885.21
0.7706,3.4,0.76,1298.34
0.7363,2.92,0.74,796.9
0.3182,9.39,4.9,1827.11
0.5476,10.42,3.76,3345.52
0.7834,1.8,0.45,822.77
0.3947,9.25,4.11,3710.76
0.5528,4.94,1.66,2254.07
0.2642,19.87,11.62,5471.07
0.3527,12.64,6.27,2720.13
0.4289,8.43,3.81,1808.34
0.6718,3.13,0.94,1330.7
0.3034,14.94,7.45,5495.36
0.8591,1.76,0.22,722.31
0.3452,15.81,7.03,4891.85
0.7692,2.28,0.63,770.76
0.3713,7.01,2.37,2139.94
0.765,2.21,0.52,667.32
0.2469,13.69,6.92,4158.44
0.3337,16.42,10.44,3900.33
0.1694,19.96,11.74,4243.61
0.17,17.51,10.14,4115.41
0.7357,1.76,0.31,884.13
0.4383,7.04,2.95,2963.93
0.5344,6.02,1.76,2305.54
0.2932,14.76,7.51,5720.15
0.5124,6.81,2.82,1556.68
0.4476,6.16,1.99,1366.32
0.684,2.57,0.76,628.23
0.2909,25.22,13.91,5065.85
0.8645,1.3,0.18,595.92
0.6081,5.01,1.67,1028.47
0.8139,2.3,0.52,1087.45
0.6072,8.7,3.13,3043.59
0.7693,2.08,0.49,550.11
0.7542,2.14,0.58,853.09
0.6479,4.34,1.26,1842.64
0.4525,9.51,4.87,3125.03
0.4161,7.38,3.68,1616.11
0.4955,4.5,1.71,1279.82
0.593,4.14,1.31,1406.29
0.2902,15.71,7.17,5748.03
0.6374,6.18,2.21,1653.51
0.2775,9.99,5.17,4081.87
0.6639,5.13,1.5,1293.11
0.4082,10.19,4.46,4463.1
0.7431,3.65,1.11,938.25
0.2797,13.6,6.97,5286.53
0.4,6.86,2.89,1569.09
0.2981,8.92,4.28,3395.62
0.7656,2.33,0.56,975.92
0.7203,3.61,0.94,1075.17
0.6152,2.94,0.84,699.26
0.8792,1.68,0.33,847.64
0.7264,2.96,0.64,1353.87
0.5618,5.46,2.29,1990.4
0.639,3.91,1.16,1146.66
0.5946,9.31,3.99,2079.42
0.6557,3.24,1.08,981.07
0.5801,3.27,0.93,1202.91
0.4887,8.21,3.81,1884.83
0.6892,3.35,0.83,687.19
0.4924,5.72,2.65,2397.15
0.7489,2.01,0.49,746.09
0.6531,3.98,1.22,1576.81
0.3766,13.65,6.06,5657.39
0.644,3.71,1.24,1211.66
0.8012,1.4,0.28,514.84
0.3447,15.81,7.03,6471.6
0.3275,10.82,5.35,4602.08
0.3368,14.86,7.72,2938.1
0.2418,20.59,9.59,5523.53
0.3027,35.25,21.12,9624.11
0.2084,24.43,13.28,5162.68
0.6127,4.02,1.37,1047.09
0.4439,8.27,3.44,1707.72
0.6764,1.91,0.74,772.38
0.4652,5.24,2.51,1258.21
0.4034,9.26,4.53,3693.25
0.8745,1.06,0.19,525.24
0.7359,3.33,0.93,1082.05
0.8955,1.96,0.42,781.92
0.7324,2.04,0.49,733.57
0.4122,8.36,3.67,3239.39
0.3698,17.68,9.32,7064.86
0.4815,12.56,6.28,4903.89
0.6812,2.09,0.55,946.83
0.5153,5.2,1.72,1936.43
0.8425,1.23,0.33,466.82
0.3976,7.6,3.65,2757.66
0.4558,5.95,2.47,1993.3
0.3371,16.02,9.32,6696.62
0.834,2.62,0.6,912.35
0.3768,6.83,2.71,1797.34
0.5857,4.05,1.13,1373.88
0.3346,8.94,3.67,2607.98
0.6164,3.55,1.21,1196.22
0.2702,11.71,5.3,3865.37
0.8411,1.28,0.23,549.41
0.4196,10.33,4.42,2728.95
0.5013,5.26,2.11,2344.21
0.391,8.58,3.34,3304.8
0.1196,26.65,14.55,6012.98
0.4703,6.84,2.6,1866.36
0.4675,6.69,3.02,2819.41
0.2741,13.87,6.83,5228.61
0.4479,7.96,3.32,1848.19
0.6794,1.77,0.64,791.46
0.7153,2.97,1.25,819.75
0.2285,19.27,11.38,6574.91
0.5027,4.02,1.48,1047.74
0.6774,2.3,0.57,680.24
0.2766,14.37,7.51,4088.78
0.1889,26.85,15.23,8402.49
0.712,3.63,1.26,900.56
0.3547,7.62,3.27,2807.11
0.3128,17.84,9.23,6846.06
0.6782,3.31,0.99,1228.29
0.5792,4.16,1.84,1813.96
0.6532,3.26,1.24,1283.14
0.7403,1.42,0.46,415.97
0.1615,17.45,10.17,3560.4
0.9567,1.12,0.15,432.66
0.2814,25.87,14.85,9233.31
0.2575,12.7,5.81,5359.51
0.8134,3.53,0.76,659.67
0.5578,6.26,2.91,1597.05
0.6913,2.01,0.62,906.9
0.4589,13.04,5.87,5208.93
0.1615,17.51,10.09,5203.28
0.6505,3.65,1.1,1183.0
0.3339,8.51,2.96,3456.78
0.5302,4.1,1.28,1360.26
0.6566,4.26,1.43,1742.44
0.685,3.1,0.8,1327.24
0.3587,15.82,7.03,4027.19
0.2166,14.2,6.57,3600.24
0.8257,1.22,0.23,597.09
0.4245,9.72,4.45,2882.86
0.7956,4.31,1.26,967.72
0.6152,6.63,2.8,2139.13
0.6897,3.68,0.97,1341.38
0.1587,32.8,19.52,7871.6
0.7019,2.75,0.62,1123.85
0.4087,23.49,11.06,5697.05
0.2411,25.47,15.26,5403.23
0.1746,22.31,11.92,5452.75
0.2796,23.07,13.56,7213.96
0.3391,9.4,4.9,3677.75
0.3911,7.77,3.52,2461.92
0.3578,8.04,3.33,3255.14
0.3359,12.47,5.18,2623.48
0.6672,2.18,0.48,710.21
0.825,1.29,0.16,592.4
0.2371,16.89,9.62,6429.84
0.5208,4.44,2.08,1517.48
0.2911,12.07,5.22,4603.71
0.3684,12.73,5.9,3491.11
0.5653,2.82,0.71,1301.38
0.4588,11.3,4.15,4337.81
0.8349,1.96,0.46,834.58
0.2509,15.34,7.12,3906.53
0.3454,10.67,3.83,2016.61
0.4224,5.42,2.65,1813.18
0.6013,3.88,1.33,1279.98
0.5347,6.22,1.98,2396.86
0.7511,1.91,0.5,434.09
0.2498,18.34,9.43,6172.88
0.1277,24.88,15.26,5689.58
0.4817,8.15,3.16,2573.26
0.5011,6.67,2.62,1542.48
0.3469,7.18,3.61,3063.03
0.2994,14.67,6.27,3389.05
0.8411,1.04,0.18,405.38
0.6167,3.48,1.43,788.9
0.3506,9.55,4.12,2224.63
0.7354,5.11,1.36,1692.48
0.6273,4.95,1.52,1028.56
0.6736,5.57,1.7,1816.23
0.567,4.93,1.53,1144.03
0.7634,2.83,0.61,1146.2
0.7458,2.83,0.79,1204.89
0.6102,5.21,2.27,2009.89
0.4255,10.35,4.42,2125.44
0.1433,30.37,18.18,9159.1
0.5659,5.61,1.82,1222.16
0.5159,10.16,3.87,2963.38
0.5367,5.82,2.27,2409.65
0.7561,3.36,0.92,752.64
0.4315,9.04,3.92,2265.39
0.4346,13.4,6.02,5222.05
0.5323,6.23,1.88,1917.35
0.7677,1.65,0.35,407.39
0.8408,1.55,0.45,737.74
0.6006,2.82,1.01,801.3
0.2409,15.0,8.56,5633.54
0.2658,17.71,10.16,4104.12
0.54,3.93,1.37,1701.78
0.7727,2.33,0.31,999.68
0.5283,4.95,1.68,1365.71
0.5738,5.22,2.05,2253.99
0.356,7.58,3.7,1772.42
0.268,9.72,4.29,3845.88
0.7273,1.53,0.35,575.19
0.7658,2.77,0.51,738.75
0.3642,8.69,3.88,2789.38
0.4161,6.23,2.08,1255.41
0.3429,16.64,7.32,5357.46
0.8761,1.51,0.29,596.47
0.5891,3.78,1.18,1247.36
0.7223,2.43,0.57,1078.28
0.6635,3.96,1.04,1650.38
0.6946,2.43,0.56,857.43
0.5023,4.83,1.81,1759.5
0.8715,1.58,0.35,506.33
0.3226,11.59,5.23,4911.27
0.5509,6.32,3.21,2620.2
0.6724,2.33,0.66,1012.15
0.2144,16.01,8.84,5977.0
0.7197,3.04,0.81,902.37
0.6523,2.96,0.9,880.91
0.7487,1.89,0.73,739.36
0.163,32.44,20.79,6666.13
0.6017,4.01,0.85,1363.88
0.4491,7.18,2.56,2027.0
0.7266,2.75,0.7,1070.92
0.7365,2.93,0.73,1140.02
0.804,1.57,0.21,529.28
0.7194,2.45,0.65,1049.43
0.8046,2.08,0.22,589.01
0.6162,2.81,0.9,844.58
0.8656,1.56,0.34,506.22
0.5142,4.25,1.78,984.48
0.1618,17.31,9.26,4563.99
0.5295,8.96,4.2,2364.97
0.8337,1.29,0.31,271.77
0.5374,4.06,1.54,1123.62
0.7679,3.84,0.81,1191.62
0.7302,2.47,0.76,1156.24
0.4794,7.2,3.08,1730.28
0.7991,2.11,0.72,668.28
0.6439,3.35,1.27,795.11
0.1614,31.02,17.44,6292.98
0.848,1.06,0.22,395.68
0.2947,10.57,5.06,3232.37
0.4387,9.64,3.64,3665.17
0.3504,9.72,5.12,3723.44
0.532,5.21,2.18,2261.9
0.2374,21.61,10.09,8699.19
0.7346,2.48,0.65,561.25
0.3072,8.3,4.23,1822.54
0.5216,5.62,2.44,1762.01
0.9334,1.24,0.24,529.96
0.6935,2.0,0.37,827.78
0.4882,10.66,3.71,3248.45
0.2931,18.59,9.25,7833.13
0.1808,20.21,12.91,6230.59
0.4158,14.7,6.08,6087.65
0.4218,5.68,2.52,2504.01
0.8649,1.85,0.36,665.99
0.8207,1.16,0.25,400.38
0.4701,8.22,2.91,2258.53
0.5841,4.43,1.54,1265.25
0.5625,4.71,1.44,2057.44
0.3776,8.22,4.09,3527.46
0.3031,10.56,4.59,2374.81
0.8979,1.7,0.18,477.1
0.4903,5.27,1.7,2067.03
0.2776,13.16,6.29,4231.17
0.819,1.87,0.38,761.41
0.8547,1.12,0.22,447.92
0.4234,12.34,5.31,2883.9
0.2665,9.9,5.46,2545.39
0.6009,4.92,1.56,1054.01
0.6376,2.61,0.95,776.79
0.4718,7.64,2.9,1733.83
0.6582,2.47,0.58,783.29
0.5446,4.43,1.38,1681.35
0.8937,1.16,0.15,393.53
0.845,3.3,0.62,1463.09
0.3461,14.42,7.3,3112.2
0.5879,4.91,1.61,1829.22
0.3302,8.48,3.96,2177.33
0.5734,5.13,1.86,2019.16
0.8339,2.72,0.38,687.08
0.5742,5.05,1.81,1556.85
0.4805,4.98,1.68,2217.86
0.5196,6.64,2.52,1418.28
0.1608,27.15,12.93,9922.37
0.1602,18.73,10.82,6766.48
0.3625,30.3,12.81,7838.23
0.3184,15.96,7.37,3322.83
0.2342,20.48,9.89,7854.61
0.3197,14.23,7.18,5751.94
0.642,3.6,1.08,872.78
0.6748,4.94,1.74,1934.17
0.4654,7.06,2.77,2858.82
0.3951,7.44,3.45,2499.96
0.3804,12.23,6.43,4580.78
0.4497,8.42,2.84,1758.28
0.6291,3.8,1.11,1271.69
0.7463,2.31,0.79,1071.77
0.517,3.61,1.63,1365.87
0.6986,2.69,0.87,735.71
0.6705,2.82,0.97,981.91
0.606,2.67,0.96,745.86
0.7547,3.1,0.87,899.42
0.6417,3.11,0.98,884.32
0.544,8.45,3.79,2096.76
0.612,4.61,1.28,1496.85
0.3149,15.91,8.61,4234.7
0.3853,15.74,5.9,5834.22
0.4745,10.97,3.67,4429.72
0.4976,5.05,2.36,1577.22
0.7667,1.39,0.36,458.87
0.4966,4.35,1.73,2017.54
0.3039,15.32,7.55,3080.53
0.7644,1.86,0.36,757.45
0.7411,2.1,0.44,622.7
0.6816,3.38,0.85,1425.9
0.7877,1.86,0.45,588.24
0.4197,7.61,3.53,3287.33
0.6122,3.14,1.13,1444.94
0.4189,8.74,4.6,3688.27
0.851,1.0,0.19,449.63
0.3283,16.99,6.64,6165.66
0.5035,6.99,3.45,3028.26
0.5038,4.28,1.41,1199.21
0.323,14.53,6.78,5585.79
0.8286,1.86,0.45,451.39
0.4025,14.37,6.56,3861.8
0.574,5.41,1.96,1592.37
0.4734,7.27,2.95,3122.91
0.6654,2.42,0.52,692.1
0.7,3.55,1.5,1170.95
0.809,1.74,0.44,620.75
0.6194,4.82,1.58,1678.08
0.9477,2.23,0.65,617.27
0.3872,9.76,4.03,3243.74
0.7311,3.34,1.1,1180.84
0.4531,14.02,6.21,5730.37
0.5309,6.71,2.69,2814.85
0.3039,13.09,6.75,3284.2
0.8131,1.42,0.13,440.65
0.5279,4.56,1.33,1670.14
0.6085,2.5,0.92,861.54
0.5918,4.04,1.39,1614.25
0.586,3.54,1.47,1555.34
0.5787,4.43,1.91,902.66
0.6667,3.55,1.02,1567.87
0.5405,5.59,1.98,1462.81
0.2122,21.62,13.45,9050.13
0.5389,6.38,3.2,1905.4
0.4575,9.43,3.98,3759.21
0.7216,2.4,0.83,637.8
0.2735,16.99,9.18,5393.32
0.4567,7.95,3.9,1680.22
0.2903,14.15,6.84,5153.22
0.3488,6.64,2.67,2755.8
0.7513,2.94,0.63,1276.33
0.6005,4.48,1.33,1667.38
0.3936,7.36,3.91,1605.59
0.4782,5.61,2.29,2414.17
0.1988,15.18,7.31,4028.51
0.7702,2.09,0.65,814.23
0.7169,4.55,1.24,1232.47
0.8247,1.37,0.24,678.72
0.4431,3.92,1.96,1122.95
0.771,1.8,0.27,589.36
0.7224,2.25,0.68,542.18
0.3634,11.38,4.63,3681.8
0.7295,2.37,0.56,744.64
0.8636,1.51,0.21,689.37
0.6512,4.25,1.28,1585.45
0.3254,14.87,6.44,6227.25
0.7525,1.95,0.59,650.28
0.5644,3.25,1.09,1175.5
0.6398,1.98,0.55,643.67
0.2446,33.67,16.0,13612.16
0.5089,6.12,2.95,1668.69
0.2959,25.81,14.64,6724.19
0.3811,8.96,3.72,2525.51
0.7001,1.9,0.38,686.45
0.7126,3.18,0.65,1338.73
0.0698,26.25,16.74,6270.17
0.5335,7.07,2.98,2508.29
0.4444,9.76,4.58,2682.27
0.3375,13.3,6.59,2844.11
0.2907,13.26,7.54,5509.1
0.6123,2.55,0.92,1021.3
0.576,2.71,0.94,1177.29
0.3807,8.86,3.73,2579.84
0.8223,1.61,0.26,661.52
0.6073,3.41,1.25,1253.66
0.5439,3.67,1.42,1322.04
0.4381,8.46,3.43,1710.34
0.585,4.49,1.57,987.26
0.4597,9.16,3.95,2138.6
0.4647,7.06,3.19,2644.5
0.2603,18.57,8.33,7062.63
0.7042,1.99,0.4,832.18
0.7252,2.9,0.72,762.23
0.5031,4.27,1.66,1641.33
0.2741,16.33,8.6,3513.17
0.8872,1.34,0.18,618.62
0.4675,7.4,3.39,2186.05
0.5889,8.1,3.49,3065.27
0.5652,5.89,2.32,1402.42
0.7573,2.77,0.95,898.53
0.4499,9.24,3.46,2836.53
0.7054,6.2,1.69,2033.47
0.7021,3.52,1.16,839.47
0.7119,1.51,0.41,695.32
0.4243,7.38,2.57,1678.58
0.5506,4.22,1.83,1817.04
0.8618,1.15,0.28,440.01
0.7472,3.1,0.86,1006.62
0.749,3.36,0.75,1201.35
0.5654,3.99,1.76,1574.54
0.5059,5.81,2.31,1348.36
0.2112,20.46,11.94,7281.46
0.1832,16.33,8.3,6569.39
0.6627,3.47,1.12,1029.62
0.6738,2.31,0.71,577.27
0.2718,10.91,6.22,2705.53
0.4508,7.44,3.21,3138.27
0.3813,14.9,7.16,3291.53
0.3244,24.22,13.34,4577.76
0.6752,3.49,0.85,1528.11
0.6436,3.91,0.85,1620.69
0.2394,23.2,11.23,6785.24
0.7159,2.54,0.81,536.94
0.5183,9.92,4.71,3406.5
0.1721,16.17,8.15,6192.8
0.4715,7.46,2.39,1984.4
0.4704,6.63,3.14,1659.56
0.6234,3.59,1.15,1599.69
0.4092,13.27,5.2,4908.28
0.4242,12.95,6.16,3855.05
0.7417,2.47,0.83,1062.04
0.4749,7.38,3.24,2524.24
0.5296,5.44,1.62,2332.59
0.7629,2.35,0.49,583.28
0.3109,11.3,6.26,3384.5
0.8747,0.89,0.17,384.09
0.7571,4.33,1.04,1321.79
0.4284,9.59,4.07,2713.01
0.4984,6.53,2.91,2426.72
0.8133,1.43,0.43,566.49
0.7838,2.21,0.54,676.17
0.3623,7.34,3.08,2242.38
0.4931,4.13,1.42,1586.84
0.4723,5.99,2.91,2110.37
0.2,33.97,21.33,9944.75
0.3765,4.8,1.99,1272.88
0.6485,2.8,0.82,647.05
0.6421,2.84,1.15,1205.66
0.4894,4.43,2.0,1744.5
0.4308,7.47,2.62,2615.78
0.4617,9.25,3.64,3080.47
0.2244,24.67,15.47,5398.89
0.6648,3.51,1.15,1139.54
0.0934,31.74,17.79,9542.49
0.4751,6.69,2.8,2005.67
0.8533,3.97,1.07,1090.19
0.7241,1.97,0.39,537.01
0.4126,10.12,4.44,4215.84
0.6886,3.93,1.25,1292.24
0.217,15.84,7.93,6317.25
0.7987,2.6,0.59,927.71
0.8075,1.47,0.28,619.39
0.6989,2.4,0.49,685.72
0.2523,16.63,9.16,3604.61
0.8222,1.82,0.33,799.76
0.3427,8.01,3.72,2666.57
0.3205,22.37,10.53,4697.22
0.233,24.33,12.32,8073.46
0.2807,8.67,4.74,2002.6
0.5646,4.01,1.35,900.51
0.4375,5.9,2.33,2590.16
0.3697,14.82,6.43,4816.25
0.2686,15.05,7.77,4081.24
0.8487,1.56,0.39,531.8
0.7612,1.68,0.52,791.88
0.6408,3.72,1.19,1651.84
0.6046,5.5,1.83,1518.5
0.2215,24.58,13.14,7061.86
0.508,8.25,3.32,2890.59
0.4859,4.28,1.49,959.76
0.4766,7.23,3.5,2351.59
0.4277,9.89,4.33,2485.0
0.5881,5.46,2.28,1487.38
0.3073,8.81,4.44,3049.94
0.6837,2.12,0.65,613.05
0.3575,15.0,6.0,4827.08
0.8066,1.13,0.23,408.2
0.6788,2.87,1.14,884.71
0.1636,27.35,18.04,11169.46
0.4282,9.32,4.19,2875.55
0.238,18.18,9.36,5581.79
0.4376,9.57,2.91,2923.82
0.4409,7.57,2.91,3045.34
0.3006,10.66,5.02,3817.15
0.5396,5.01,1.7,1085.27
0.5936,2.55,0.76,655.33
0.7684,2.98,0.91,1126.89
0.4992,7.31,2.76,2794.25
0.7648,1.33,0.29,408.46
0.4529,9.23,3.82,2916.18
0.2439,17.3,8.4,5879.55
0.7318,2.33,0.82,693.49
0.4947,7.92,3.29,2809.1
0.5054,5.79,2.13,1552.86
0.7555,2.7,0.78,1032.0
0.5475,7.89,2.49,3043.78
0.3786,12.47,5.03,5138.01
0.53,7.74,3.17,2683.71
0.4064,8.58,3.99,2376.12
0.2365,12.97,6.76,4715.62
0.7898,2.82,0.87,1278.52
0.2974,13.09,6.3,3830.65
0.5296,4.29,1.5,1283.98
0.471,7.33,3.21,1679.18
0.7262,4.7,0.83,1762.83
0.417,9.62,3.89,2951.26
0.63,5.02,1.62,1201.31
0.5409,8.88,3.62,2966.92
0.6041,8.8,2.93,3742.56
0.4227,9.07,3.05,1809.5
0.3137,26.59,11.57,8146.24
0.4157,9.31,4.27,3912.27
0.3356,12.0,5.34,4987.38
0.5445,4.64,1.47,1395.35
0.5204,3.46,1.1,882.68
0.8865,0.92,0.18,392.43
0.5084,5.85,2.5,1681.25
0.3617,11.07,5.0,3429.42
0.1452,14.83,8.84,4847.77
0.2641,23.29,11.32,8609.42
0.8864,1.17,0.27,597.2
0.7658,2.22,0.69,893.68
0.5432,4.74,1.68,1735.01
0.2478,19.38,10.25,6061.49
0.7854,2.09,0.41,505.8
0.4689,8.8,3.83,3306.15
0.566,6.72,2.8,2541.39
0.4209,10.74,4.88,2904.85
0.4778,5.97,2.44,1514.13
0.7923,3.13,0.58,1296.24
0.707,2.33,0.68,595.51
0.4099,8.0,3.29,3034.04
0.5246,4.99,1.89,1282.17
0.4636,11.12,5.05,3767.65
0.5774,4.33,1.87,1236.68
0.2219,19.85,10.01,5975.0
0.4882,8.71,2.59,3330.07
0.3469,8.54,3.5,2179.07
0.506,7.0,2.58,1490.21
0.6363,2.76,1.02,571.08
0.467,7.94,2.62,1741.72
0.4758,5.6,1.89,1705.55
0.7023,3.41,1.11,748.08
0.3923,7.97,4.0,2303.69
0.523,8.75,2.71,3202.07
0.4384,9.0,3.08,3661.4
0.3461,10.24,4.15,2556.35
0.4226,11.29,5.28,4530.67
0.6301,3.25,1.14,1427.04
0.6235,3.15,0.88,1218.37
0.8231,2.07,0.57,832.09
0.714,1.86,0.54,640.88
0.5869,3.38,1.2,789.72
0.4391,6.73,2.29,2894.85
0.2806,13.7,6.64,5697.01
0.8546,1.07,0.29,372.71
0.8804,1.53,0.26,510.09
0.8733,1.86,0.29,580.93
0.2777,26.29,12.96,7945.57
0.419,10.61,4.88,4316.22
0.521,5.93,2.48,1149.85
0.5677,4.38,1.63,1513.1
0.2557,14.43,6.48,5695.71
0.6791,3.22,1.13,960.24
0.8508,2.06,0.52,798.37
0.2657,23.87,12.08,6893.45
0.4347,7.55,2.92,1549.47
0.7335,4.32,1.38,1491.12
0.5533,4.39,1.73,954.29
0.301,12.18,5.06,4433.52
0.3781,8.58,3.81,2352.95
0.6797,3.17,0.95,1214.96
0.705,2.12,0.54,845.26
0.3062,13.59,6.47,5679.34
0.4808,7.03,3.45,2650.43
0.4136,10.59,4.97,3823.87
0.6747,3.09,1.2,807.98
0.8623,0.99,0.18,431.92
0.7188,3.03,0.97,1126.52
0.5768,8.17,3.08,3021.06
0.3805,14.27,7.37,5131.89
0.4262,7.45,3.44,1490.69
0.9122,1.05,0.19,346.68
0.3801,10.74,4.2,2291.48
0.5513,4.6,1.43,938.43
0.7197,2.11,0.59,827.54
0.4122,8.24,4.06,2754.62
0.1299,23.49,11.71,7205.29
